Accession,Species,Total read count,16S read count,16S on target %,ITS read count,ITS on target %,Symbiosis read count,Symbiosis on target %,Batch
TALL-32-1-Rh,Lespedeza sp.,7354022,5142926,69.93%,1094466,14.88%,586638,7.98%,Aug-25
TALL-32-1-Ro,Lespedeza sp.,5959790,4161134,69.82%,2425886,40.70%,82552,1.39%,Aug-25
TALL-33-1-No,Lespedeza sp.,9276438,4683698,50.49%,2662784,28.70%,3235752,34.88%,Aug-25
TALL-33-1-Rh,Lespedeza sp.,4054388,2429908,59.93%,525270,12.96%,397608,9.81%,Aug-25
TALL-33-1-Ro,Lespedeza sp.,3342056,2536274,75.89%,1173082,35.10%,7500,0.22%,Aug-25
TALL-34-1-No,Desmodium sp.,8343758,3751158,44.96%,1807252,21.66%,1695008,20.31%,Aug-25
TALL-34-1-Rh,Desmodium sp.,12704368,6369810,50.14%,1897506,14.94%,878248,6.91%,Aug-25
TALL-34-1-Ro,Desmodium sp.,10165300,8837592,86.94%,1872224,18.42%,54344,0.53%,Aug-25
TALL-35-1-No,Lespedeza sp.,6829182,4190902,61.37%,531782,7.79%,472544,6.92%,Aug-25
TALL-35-1-Rh,Lespedeza sp.,5879070,3380232,57.50%,700226,11.91%,445940,7.59%,Aug-25
TALL-35-1-Ro,Lespedeza sp.,8338066,7184266,86.16%,3185252,38.20%,77412,0.93%,Aug-25
TALL-36-1-No,Chamaecrista nictitans,14270708,5169990,36.23%,2214302,15.52%,272114,1.91%,Aug-25
TALL-36-1-Rh,Chamaecrista nictitans,6596620,2972500,45.06%,709020,10.75%,409430,6.21%,Aug-25
TALL-36-1-Ro,Chamaecrista nictitans,9454810,7011510,74.16%,4867830,51.49%,117856,1.25%,Aug-25
TALL-37-1-No,Desmodium sp.,3613780,2873834,79.52%,1538618,42.58%,62866,1.74%,Aug-25
TALL-37-1-Rh,Desmodium sp.,14502408,8663670,59.74%,1618638,11.16%,737440,5.08%,Aug-25
TALL-37-1-Ro,Desmodium sp.,3892688,2966156,76.20%,2037658,52.35%,30188,0.78%,Aug-25
TALL-38-3-No,Lespedeza sp.,6192508,2635446,42.56%,399416,6.45%,2687172,43.39%,Aug-25
TALL-38-3-Rh,Lespedeza sp.,13686658,7933156,57.96%,1371706,10.02%,954382,6.97%,Aug-25
TALL-38-3-Ro,Lespedeza sp.,8408204,7703056,91.61%,2012222,23.93%,13318,0.16%,Aug-25
TALL-39-2-No,Lespedeza cuneata,8668204,3601628,41.55%,978556,11.29%,3762104,43.40%,Aug-25
TALL-39-2-Rh,Lespedeza cuneata,645654,317924,49.24%,98232,15.21%,28032,4.34%,Aug-25
TALL-39-2-Ro,Lespedeza cuneata,2676046,1758704,65.72%,635998,23.77%,32060,1.20%,Aug-25
TALL-40-1-No,Desmodium sp.,8998860,5467954,60.76%,3615880,40.18%,1843920,20.49%,Aug-25
TALL-40-1-Rh,Desmodium sp.,10314948,4437248,43.02%,1538350,14.91%,423818,4.11%,Aug-25
TALL-40-1-Ro,Desmodium sp.,6838246,4991664,73.00%,3080726,45.05%,31758,0.46%,Aug-25
TALL-41-3-No,Lespedeza sp.,5889580,1937842,32.90%,867702,14.73%,2876796,48.85%,Aug-25
TALL-41-3-Rh,Lespedeza sp.,9137542,5823862,63.74%,904304,9.90%,723910,7.92%,Aug-25
TALL-41-3-Ro,Lespedeza sp.,3890420,2535874,65.18%,1410576,36.26%,17418,0.45%,Aug-25
TALL-4-1-No,Stylosanthes biflora,7466592,2476244,33.16%,802028,10.74%,3531172,47.29%,Aug-25
TALL-42-1-No,Desmodium paniculatum,10597996,7235328,68.27%,4635834,43.74%,2012568,18.99%,Aug-25
TALL-42-1-Rh,Desmodium paniculatum,5323524,3501138,65.77%,929932,17.47%,444454,8.35%,Aug-25
TALL-42-1-Ro,Desmodium paniculatum,4407694,3212004,72.87%,1886940,42.81%,8652,0.20%,Aug-25
TALL-5-2-No,Desmodium paniculatum,4456388,2659372,59.68%,1512714,33.94%,116900,2.62%,Aug-25
TALL-5-2-Rh,Desmodium paniculatum,1327704,987510,74.38%,415090,31.26%,45720,3.44%,Aug-25
TALL-5-2-Ro,Desmodium paniculatum,1872322,1490532,79.61%,645424,34.47%,43112,2.30%,Aug-25
TALL-53-3-No,Desmodium viridiflorum,7823856,1933562,24.71%,389266,4.98%,4228458,54.05%,Aug-25
TALL-53-3-Ro,Desmodium viridiflorum,2502658,1861780,74.39%,831416,33.22%,77050,3.08%,Aug-25
TALL-55-1-No,Desmodium paniculatum,7887498,3126278,39.64%,708580,8.98%,3300594,41.85%,Aug-25
TALL-59-1-No,Desmodium laevigatum,5855102,2847772,48.64%,514464,8.79%,2213500,37.80%,Aug-25
TALL-59-1-Rh,Desmodium laevigatum,16001610,9139926,57.12%,1453424,9.08%,459786,2.87%,Aug-25
TALL-59-1-Ro,Desmodium laevigatum,5333596,3649862,68.43%,3164396,59.33%,61758,1.16%,Aug-25
TALL-60-1-No,Alnus serrulata,16880030,9524256,56.42%,268974,1.59%,5904492,34.98%,Aug-25
TALL-60-1-Rh,Alnus serrulata,1358300,974594,71.75%,162756,11.98%,89918,6.62%,Aug-25
TALL-60-1-Ro,Alnus serrulata,376034,299830,79.73%,167648,44.58%,5854,1.56%,Aug-25
TALL-61-2-No,Morella cerifera,1837020,1326300,72.20%,367544,20.01%,401818,21.87%,Aug-25
TALL-61-2-Rh,Morella cerifera,1094924,388606,35.49%,199046,18.18%,22410,2.05%,Aug-25
TALL-61-2-Ro,Morella cerifera,224766,182212,81.07%,112206,49.92%,4616,2.05%,Aug-25
TALL-62-1-No,Desmodium viridiflorum,7121612,2639678,37.07%,501718,7.05%,3496426,49.10%,Aug-25
TALL-62-1-Rh,Desmodium viridiflorum,9506394,6475772,68.12%,694710,7.31%,416610,4.38%,Aug-25
TALL-62-1-Ro,Desmodium viridiflorum,1268226,926742,73.07%,157442,12.41%,58414,4.61%,Aug-25
TALL-6-2-No,Hylodesmum nudiflorum,5118524,3985636,77.87%,1796530,35.10%,141652,2.77%,Aug-25
TALL-6-2-Rh,Hylodesmum nudiflorum,7166554,5357286,74.75%,332012,4.63%,357750,4.99%,Aug-25
TALL-6-2-Ro,Hylodesmum nudiflorum,5888064,4437110,75.36%,2800688,47.57%,44112,0.75%,Aug-25
TALL-63-1-No,Chamaecrista nictitans,9125270,4587662,50.27%,1708176,18.72%,2570926,28.17%,Aug-25
TALL-63-1-Rh,Chamaecrista nictitans,55514358,4672846,8.42%,13880316,25.00%,56666,0.10%,Aug-25
TALL-63-1-Ro,Chamaecrista nictitans,6436866,5577532,86.65%,2977196,46.25%,8140,0.13%,Aug-25
TALL-64-1-No,Robinia pseudoacacia,7115150,4254574,59.80%,1287848,18.10%,1675760,23.55%,Aug-25
TALL-64-1-Rh,Robinia pseudoacacia,12510274,7326804,58.57%,1185994,9.48%,420848,3.36%,Aug-25
TALL-64-1-Ro,Robinia pseudoacacia,8213698,6914814,84.19%,2970426,36.16%,85370,1.04%,Aug-25
TALL-65-1-No,Lespedeza procumbens,7522812,4864404,64.66%,2497720,33.20%,1639676,21.80%,Aug-25
TALL-65-1-Rh,Lespedeza procumbens,4220140,2655700,62.93%,703112,16.66%,233870,5.54%,Aug-25
TALL-65-1-Ro,Lespedeza procumbens,5393352,4533554,84.06%,2136116,39.61%,14542,0.27%,Aug-25
TALL-66-2-No,Lespedeza hirta,7471082,4822766,64.55%,1362040,18.23%,1526230,20.43%,Aug-25
TALL-66-2-Rh,Lespedeza hirta,6276446,4526472,72.12%,551006,8.78%,363014,5.78%,Aug-25
TALL-66-2-Ro,Lespedeza hirta,6742236,6030804,89.45%,1839394,27.28%,14542,0.22%,Aug-25
TALL-67-1-No,Lespedeza repens,8816346,6350174,72.03%,1632048,18.51%,1523878,17.28%,Aug-25
TALL-67-1-Rh,Lespedeza repens,12441980,7013642,56.37%,1640198,13.18%,423832,3.41%,Aug-25
TALL-67-1-Ro,Lespedeza repens,1173902,903006,76.92%,353230,30.09%,14948,1.27%,Aug-25
TALL-68-2-No,Desmodium laevigatum,9266522,3626904,39.14%,839656,9.06%,3466574,37.41%,Aug-25
TALL-68-2-Rh,Desmodium laevigatum,4920182,2820848,57.33%,554806,11.28%,218780,4.45%,Aug-25
TALL-68-2-Ro,Desmodium laevigatum,5053780,4042392,79.99%,1538924,30.45%,29710,0.59%,Aug-25
TALL-69-1-No,Galactia volubilis,5741042,3390406,59.06%,623034,10.85%,542584,9.45%,Aug-25
TALL-69-1-Rh,Galactia volubilis,9125546,5678900,62.23%,1127284,12.35%,612088,6.71%,Aug-25
TALL-69-1-Ro,Galactia volubilis,6581640,4959666,75.36%,1980312,30.09%,19786,0.30%,Aug-25
TALL-70-1-No,Lespedeza sp.,6219364,3572800,57.45%,1859478,29.90%,1766986,28.41%,Aug-25
TALL-70-1-Rh,Lespedeza sp.,4534892,3223898,71.09%,807494,17.81%,124576,2.75%,Aug-25
TALL-70-1-Ro,Lespedeza sp.,3675226,2973778,80.91%,1501956,40.87%,7054,0.19%,Aug-25
TALL-71-2-No,Desmodium paniculatum,5036384,3393938,67.39%,670252,13.31%,833368,16.55%,Aug-25
TALL-71-2-Rh,Desmodium paniculatum,3915742,2223892,56.79%,642376,16.40%,609904,15.58%,Aug-25
TALL-71-2-Ro,Desmodium paniculatum,58510,45834,78.34%,13400,22.90%,6532,11.16%,Aug-25
TALL-72-1-No,Alnus serrulata,5044908,1952878,38.71%,204312,4.05%,2529034,50.13%,Aug-25
TALL-72-1-Rh,Alnus serrulata,124764,94524,75.76%,25032,20.06%,11192,8.97%,Aug-25
TALL-72-1-Ro,Alnus serrulata,5356874,3642728,68.00%,1936816,36.16%,587230,10.96%,Aug-25
TALL-7-2-No,Desmodium sp.,6967960,3379236,48.50%,1378888,19.79%,348202,5.00%,Aug-25
TALL-7-2-Rh,Desmodium sp.,3302958,1606860,48.65%,445286,13.48%,177682,5.38%,Aug-25
TALL-7-2-Ro,Desmodium sp.,4277420,3013588,70.45%,1445820,33.80%,21812,0.51%,Aug-25
TALL-73-2-No,Morella cerifera,5724912,1785118,31.18%,340948,5.96%,3474374,60.69%,Aug-25
TALL-73-2-Rh,Morella cerifera,3108152,1863124,59.94%,358206,11.52%,216808,6.98%,Aug-25
TALL-73-2-Ro,Morella cerifera,52954,37276,70.39%,9644,18.21%,4918,9.29%,Aug-25
TALL-74-3-No,Desmodium viridiflorum,8672084,3509736,40.47%,1778310,20.51%,3769992,43.47%,Aug-25
TALL-74-3-Rh,Desmodium viridiflorum,11826174,5980760,50.57%,1522374,12.87%,1544258,13.06%,Aug-25
TALL-74-3-Ro,Desmodium viridiflorum,9019510,6767156,75.03%,4573058,50.70%,41052,0.46%,Aug-25
TALL-75-2-No,Lespedeza hirta,7463978,5519464,73.95%,906020,12.14%,370502,4.96%,Aug-25
TALL-75-2-Rh,Lespedeza hirta,5034296,2775798,55.14%,414544,8.23%,286014,5.68%,Aug-25
TALL-75-2-Ro,Lespedeza hirta,2628596,1830570,69.64%,670092,25.49%,13078,0.50%,Aug-25
TALL-76-3-No,Desmodium laevigatum,14404332,5421754,37.64%,2551754,17.72%,6495960,45.10%,Aug-25
TALL-76-3-Rh,Desmodium laevigatum,10222346,4092544,40.04%,1123702,10.99%,946736,9.26%,Aug-25
TALL-76-3-Ro,Desmodium laevigatum,11000736,8850042,80.45%,2965668,26.96%,172862,1.57%,Aug-25
TALL-78-2-No,Chamaecrista nictitans,9440932,3511700,37.20%,825784,8.75%,4369664,46.28%,Aug-25
TALL-78-2-Rh,Chamaecrista nictitans,4875426,2884620,59.17%,350868,7.20%,264860,5.43%,Aug-25
TALL-78-2-Ro,Chamaecrista nictitans,3251038,2324288,71.49%,810478,24.93%,5496,0.17%,Aug-25
TALL-79-1-No,Stylosanthes biflora,9206366,2989304,32.47%,635510,6.90%,4913440,53.37%,Aug-25
TALL-79-1-Rh,Stylosanthes biflora,4912496,3552440,72.31%,299314,6.09%,187346,3.81%,Aug-25
TALL-79-1-Ro,Stylosanthes biflora,7020328,4037942,57.52%,1892930,26.96%,173208,2.47%,Aug-25
TALL-80-1-No,Chamaecrista nictitans,6758974,4093830,60.57%,1332924,19.72%,459138,6.79%,Aug-25
TALL-80-1-Rh,Chamaecrista nictitans,7720576,4601734,59.60%,1211196,15.69%,188688,2.44%,Aug-25
TALL-80-1-Ro,Chamaecrista nictitans,10170930,7515198,73.89%,3834416,37.70%,172690,1.70%,Aug-25
TALL-81-1-Rh,Morella cerifera,18680656,4661942,24.96%,3616376,19.36%,466200,2.50%,Aug-25
TALL-81-1-Ro,Morella cerifera,1224572,942758,76.99%,284802,23.26%,14484,1.18%,Aug-25
TALL-82-1-No,Morella cerifera,41734,11612,27.82%,3204,7.68%,13884,33.27%,Aug-25
TALL-82-1-Rh,Morella cerifera,5253702,3237086,61.62%,838948,15.97%,153316,2.92%,Aug-25
TALL-82-1-Ro,Morella cerifera,4534492,3400640,74.99%,1356332,29.91%,29738,0.66%,Aug-25
TALL-8-2-No,Alnus serrulata,11705710,4932090,42.13%,660910,5.65%,6074772,51.90%,Aug-25
TALL-8-2-Rh,Alnus serrulata,4045192,2473316,61.14%,563606,13.93%,232284,5.74%,Aug-25
TALL-8-2-Ro,Alnus serrulata,7096130,5062456,71.34%,1833020,25.83%,140906,1.99%,Aug-25
TALL-83-2-No,Alnus serrulata,14610916,9001392,61.61%,2108454,14.43%,4857110,33.24%,Aug-25
TALL-83-2-Rh,Alnus serrulata,7000906,3648908,52.12%,1302224,18.60%,351118,5.02%,Aug-25
TALL-83-2-Ro,Alnus serrulata,71104,50140,70.52%,15678,22.05%,13498,18.98%,Aug-25
TALL-84-1-No,Morella cerifera,9230928,3726646,40.37%,692524,7.50%,4814042,52.15%,Aug-25
TALL-84-1-Rh,Morella cerifera,4874254,2969934,60.93%,571722,11.73%,515806,10.58%,Aug-25
TALL-84-1-Ro,Morella cerifera,1671008,1400916,83.84%,406470,24.32%,9824,0.59%,Aug-25
TALL-85-1-No,Rhynchosia reniformis,11900116,10900004,91.60%,1188246,9.99%,9996,0.08%,Aug-25
TALL-85-1-Rh,Rhynchosia reniformis,9466492,3403980,35.96%,1576272,16.65%,272524,2.88%,Aug-25
TALL-85-1-Ro,Rhynchosia reniformis,2955264,2020978,68.39%,1269112,42.94%,21270,0.72%,Aug-25
TALL-86-1-No,Chamaecrista nictitans,10744828,4649078,43.27%,1321522,12.30%,4769308,44.39%,Aug-25
TALL-86-1-Rh,Chamaecrista nictitans,10478454,5707954,54.47%,1235310,11.79%,2189954,20.90%,Aug-25
TALL-86-1-Ro,Chamaecrista nictitans,9672028,7964832,82.35%,4172172,43.14%,56728,0.59%,Aug-25
TALL-87-3-No,Centrosema virginiana,25153716,17795722,70.75%,7178898,28.54%,4149162,16.50%,Aug-25
TALL-87-3-Rh,Centrosema virginiana,5627640,2497720,44.38%,1109788,19.72%,252898,4.49%,Aug-25
TALL-87-3-Ro,Centrosema virginiana,29231238,23781704,81.36%,18257124,62.46%,16424,0.06%,Aug-25
TALL-88-1-No,Chamaecrista nictitans,7821202,3740374,47.82%,1278614,16.35%,3058740,39.11%,Aug-25
TALL-88-1-Rh,Chamaecrista nictitans,4246426,2264156,53.32%,574588,13.53%,320338,7.54%,Aug-25
TALL-88-1-Ro,Chamaecrista nictitans,9062556,6200016,68.41%,4263012,47.04%,166800,1.84%,Aug-25
TALL-89-1-No,Desmodium paniculatum,12566028,6890248,54.83%,1375838,10.95%,4009514,31.91%,Aug-25
TALL-89-1-Rh,Desmodium paniculatum,4854646,2459540,50.66%,914094,18.83%,273240,5.63%,Aug-25
TALL-89-1-Ro,Desmodium paniculatum,6376780,5096206,79.92%,1828660,28.68%,34680,0.54%,Aug-25
TALL-90-1-No,Morella caroliniensis,3257848,840248,25.79%,214248,6.58%,2584280,79.32%,Aug-25
TALL-90-1-Rh,Morella caroliniensis,18712,11110,59.37%,2866,15.32%,1526,8.16%,Aug-25
TALL-90-1-Ro,Morella caroliniensis,617916,469312,75.95%,247852,40.11%,20856,3.38%,Aug-25
TALL-91-1-No,Alnus serrulata,96802,79154,81.77%,12074,12.47%,16000,16.53%,Aug-25
TALL-91-1-Rh,Alnus serrulata,39998,23836,59.59%,6640,16.60%,1962,4.91%,Aug-25
TALL-91-1-Ro,Alnus serrulata,131396,102858,78.28%,10928,8.32%,10546,8.03%,Aug-25
TALL-92-1-No,Morella caroliniana,12261544,7690628,62.72%,2204756,17.98%,4089388,33.35%,Aug-25
TALL-92-1-Rh,Morella caroliniana,1617386,1008678,62.36%,91082,5.63%,95446,5.90%,Aug-25
TALL-92-1-Ro,Morella caroliniana,1235146,946418,76.62%,583212,47.22%,23336,1.89%,Aug-25
TALL-9-2-No,Morella cerifera,16310086,4217780,25.86%,635088,3.89%,11397356,69.88%,Aug-25
TALL-9-2-Rh,Morella cerifera,2868320,1743704,60.79%,312156,10.88%,115138,4.01%,Aug-25
TALL-9-2-Ro,Morella cerifera,5340248,3899142,73.01%,3578770,67.02%,20856,0.39%,Aug-25
TALL-93-3-No,Alnus serrulata,1280746,837534,65.39%,134990,10.54%,453094,35.38%,Aug-25
TALL-93-3-Rh,Alnus serrulata,392260,283036,72.16%,66932,17.06%,40610,10.35%,Aug-25
TALL-93-3-Ro,Alnus serrulata,494232,362766,73.40%,52690,10.66%,38088,7.71%,Aug-25
TEAK-1-2-Rh,Astragalus bolanderi,9010,5192,57.62%,1466,16.27%,806,8.95%,Aug-25
TEAK-1-2-Ro,Astragalus bolanderi,5652610,4439496,78.54%,2400262,42.46%,20832,0.37%,Aug-25
TEAK-2-1-No,Trifolium sp.,11057988,3740478,33.83%,1343932,12.15%,6552960,59.26%,Aug-25
TEAK-2-1-Rh,Trifolium sp.,39012,13884,35.59%,2224,5.70%,19780,50.70%,Aug-25
TEAK-2-1-Ro,Trifolium sp.,6817948,5696744,83.56%,2974448,43.63%,10304,0.15%,Aug-25
TEAK-3-1-No,Acmispon americanus,10763998,4982908,46.29%,2418946,22.47%,4181672,38.85%,Aug-25
TEAK-3-1-Rh,Acmispon americanus,996478,653942,65.63%,112836,11.32%,117892,11.83%,Aug-25
TEAK-3-1-Ro,Acmispon americanus,13825034,11892982,86.02%,5791686,41.89%,57962,0.42%,Aug-25
TOOL-10-No,Astragalus umbellatus,10230922,1595238,15.59%,804416,7.86%,8051828,78.70%,Aug-25
TOOL-10-Rh,Astragalus umbellatus,17071604,8289878,48.56%,2525446,14.79%,1449456,8.49%,Aug-25
TOOL-10-Ro,Astragalus umbellatus,13125828,10804082,82.31%,3079944,23.46%,40726,0.31%,Aug-25
TOOL-11-No,Astragalus umbellatus,22635614,2797356,12.36%,1504328,6.65%,17644188,77.95%,Aug-25
TOOL-11-Rh,Astragalus umbellatus,4532654,2875402,63.44%,1011820,22.32%,81868,1.81%,Aug-25
TOOL-11-Ro,Astragalus umbellatus,5466992,3514902,64.29%,2468936,45.16%,35104,0.64%,Aug-25
TOOL-12-No,Astragalus umbellatus,4508966,2213888,49.10%,2378228,52.74%,732316,16.24%,Aug-25
TOOL-12-Rh,Astragalus umbellatus,151512,103418,68.26%,33978,22.43%,23190,15.31%,Aug-25
TOOL-12-Ro,Astragalus umbellatus,9786806,7342150,75.02%,6405658,65.45%,148654,1.52%,Aug-25
TOOL-13-Rh,Dryas integrifolia,17530186,7974040,45.49%,1815478,10.36%,593582,3.39%,Aug-25
TOOL-13-Ro,Dryas integrifolia,17042508,13641446,80.04%,11120484,65.25%,87386,0.51%,Aug-25
TOOL-14-No,Dryas integrifolia,16942430,10147598,59.89%,1093920,6.46%,1934382,11.42%,Aug-25
TOOL-14-Rh,Dryas integrifolia,17413944,10763230,61.81%,1382258,7.94%,939904,5.40%,Aug-25
TOOL-14-Ro,Dryas integrifolia,57066,41758,73.17%,21986,38.53%,6286,11.02%,Aug-25
TOOL-15-No,Dryas integrifolia,5201556,2524162,48.53%,1065638,20.49%,1278166,24.57%,Aug-25
TOOL-15-Rh,Dryas integrifolia,909470,660744,72.65%,56408,6.20%,38862,4.27%,Aug-25
TOOL-15-Ro,Dryas integrifolia,7374486,5799056,78.64%,3307078,44.84%,11416,0.15%,Aug-25
TOOL-16-No,Dryas integrifolia,5826252,3548210,60.90%,1771142,30.40%,309124,5.31%,Aug-25
TOOL-16-Rh,Dryas integrifolia,7627962,4955008,64.96%,371388,4.87%,369436,4.84%,Aug-25
TOOL-16-Ro,Dryas integrifolia,26897242,22360592,83.13%,20825292,77.43%,161436,0.60%,Aug-25
TOOL-17-No,Dryas integrifolia,5144292,2484442,48.30%,367968,7.15%,310340,6.03%,Aug-25
TOOL-17-Rh,Dryas integrifolia,15207136,5766088,37.92%,1116376,7.34%,2255974,14.83%,Aug-25
TOOL-17-Ro,Dryas integrifolia,7511304,6276584,83.56%,3973968,52.91%,73300,0.98%,Aug-25
TOOL-18-No,Dryas integrifolia,16261694,7050892,43.36%,1740380,10.70%,704000,4.33%,Aug-25
TOOL-18-Rh,Dryas integrifolia,5307998,2879848,54.25%,597410,11.25%,346670,6.53%,Aug-25
TOOL-18-Ro,Dryas integrifolia,8305254,6944660,83.62%,4668490,56.21%,70358,0.85%,Aug-25
TOOL-19-No,Dryas integrifolia,8874296,5698848,64.22%,161530,1.82%,1122586,12.65%,Aug-25
TOOL-19-Rh,Dryas integrifolia,8220150,5853570,71.21%,55568,0.68%,699930,8.51%,Aug-25
TOOL-19-Ro,Dryas integrifolia,5983792,4959610,82.88%,3756776,62.78%,35860,0.60%,Aug-25
TOOL-1-No,Dryas integrifolia,38666698,16380184,42.36%,9012340,23.31%,1104410,2.86%,Aug-25
TOOL-1-Rh,Dryas integrifolia,2217882,1015540,45.79%,624118,28.14%,73848,3.33%,Aug-25
TOOL-1-Ro,Dryas integrifolia,399504,317668,79.52%,271510,67.96%,29418,7.36%,Aug-25
TOOL-20-No,Dryas integrifolia,5764560,4901098,85.02%,4465592,77.47%,27548,0.48%,Aug-25
TOOL-20-Rh,Dryas integrifolia,11177046,7071130,63.26%,591736,5.29%,784686,7.02%,Aug-25
TOOL-20-Ro,Dryas integrifolia,6040334,4907824,81.25%,3920566,64.91%,48876,0.81%,Aug-25
TOOL-21-No,Dryas integrifolia,19915804,10622318,53.34%,3648920,18.32%,1036656,5.21%,Aug-25
TOOL-21-Rh,Dryas integrifolia,19726868,9559482,48.46%,1493536,7.57%,1653788,8.38%,Aug-25
TOOL-21-Ro,Dryas integrifolia,434220,365184,84.10%,300902,69.30%,6398,1.47%,Aug-25
TOOL-22-No,Dryas integrifolia,3926946,2393790,60.96%,861948,21.95%,185066,4.71%,Aug-25
TOOL-22-Rh,Dryas integrifolia,3687732,2013886,54.61%,635936,17.24%,286722,7.78%,Aug-25
TOOL-22-Ro,Dryas integrifolia,4722456,3632296,76.92%,2803486,59.36%,35458,0.75%,Aug-25
TOOL-23-No,Oxytropis campestris,1287072,355604,27.63%,109138,8.48%,861056,66.90%,Aug-25
TOOL-23-Rh,Oxytropis campestris,5389114,2588150,48.03%,625978,11.62%,298830,5.55%,Aug-25
TOOL-23-Ro,Oxytropis campestris,6822348,3031592,44.44%,1459950,21.40%,1116272,16.36%,Aug-25
TOOL-24-No,Oxytropis campestris,12233150,1999540,16.35%,451438,3.69%,8816084,72.07%,Aug-25
TOOL-24-Rh,Oxytropis campestris,5571642,2410686,43.27%,753924,13.53%,297022,5.33%,Aug-25
TOOL-24-Ro,Oxytropis campestris,5750282,3135870,54.53%,2006190,34.89%,29070,0.51%,Aug-25
TOOL-25-No,Oxytropis campestris,10492354,1898954,18.10%,283288,2.70%,7466344,71.16%,Aug-25
TOOL-25-Rh,Oxytropis campestris,4662298,2223478,47.69%,755388,16.20%,90472,1.94%,Aug-25
TOOL-25-Ro,Oxytropis campestris,6314462,3591510,56.88%,1592908,25.23%,61766,0.98%,Aug-25
TOOL-26-No,Oxytropis campestris,11556882,1938616,16.77%,373564,3.23%,8406322,72.74%,Aug-25
TOOL-26-Rh,Oxytropis campestris,4196242,2132006,50.81%,924734,22.04%,115876,2.76%,Aug-25
TOOL-26-Ro,Oxytropis campestris,8011458,5302314,66.18%,1765242,22.03%,35812,0.45%,Aug-25
TOOL-27-2-No,Oxytropis campestris,12724448,2223054,17.47%,560782,4.41%,9124092,71.71%,Aug-25
TOOL-27-2-Rh,Oxytropis campestris,5314346,2425584,45.64%,706136,13.29%,185740,3.50%,Aug-25
TOOL-27-2-Ro,Oxytropis campestris,5945038,3264046,54.90%,1251602,21.05%,47944,0.81%,Aug-25
TOOL-28-No,Dryas integrifolia,16431296,7399200,45.03%,1352626,8.23%,395704,2.41%,Aug-25
TOOL-28-Rh,Dryas integrifolia,12690430,8843024,69.68%,315780,2.49%,733320,5.78%,Aug-25
TOOL-28-Ro,Dryas integrifolia,9536302,6612560,69.34%,6188506,64.89%,42978,0.45%,Aug-25
TOOL-29-Rh,Dryas integrifolia,11239436,4854712,43.19%,718356,6.39%,376072,3.35%,Aug-25
TOOL-29-Ro,Dryas integrifolia,8043878,4951580,61.56%,322212,4.01%,323310,4.02%,Aug-25
TOOL-2-No,Dryas integrifolia,7486294,4695006,62.71%,4001118,53.45%,50634,0.68%,Aug-25
TOOL-2-Rh,Dryas integrifolia,5182146,3073296,59.31%,520214,10.04%,166520,3.21%,Aug-25
TOOL-2-Ro,Dryas integrifolia,220258,149032,67.66%,100590,45.67%,12180,5.53%,Aug-25
TOOL-30-No,Dryas integrifolia,7368170,2940668,39.91%,98576,1.34%,418268,5.68%,Aug-25
TOOL-30-Rh,Dryas integrifolia,11262064,4730662,42.01%,224096,1.99%,666430,5.92%,Aug-25
TOOL-30-Ro,Dryas integrifolia,1453272,623272,42.89%,324554,22.33%,71142,4.90%,Aug-25
TOOL-31-No,Dryas octopetala,6389314,3453904,54.06%,2946938,46.12%,12732,0.20%,Aug-25
TOOL-31-Rh,Dryas octopetala,5017596,2298826,45.82%,937850,18.69%,146524,2.92%,Aug-25
TOOL-31-Ro,Dryas octopetala,874008,411574,47.09%,299484,34.27%,9368,1.07%,Aug-25
TOOL-32-Rh,Dryas octopetala,21266414,3863196,18.17%,3669488,17.25%,382990,1.80%,Aug-25
TOOL-32-Ro,Dryas octopetala,5049738,3525398,69.81%,1746516,34.59%,39770,0.79%,Aug-25
TOOL-33-1-No,Dryas octopetala,7179576,4108234,57.22%,3576684,49.82%,39976,0.56%,Aug-25
TOOL-33-1-Rh,Dryas octopetala,6665176,3987708,59.83%,3652574,54.80%,41664,0.63%,Aug-25
TOOL-33-1-Ro,Dryas octopetala,2397546,1182630,49.33%,1047860,43.71%,31970,1.33%,Aug-25
TOOL-34-No,Dryas octopetala,14862276,11485694,77.28%,1970564,13.26%,105588,0.71%,Aug-25
TOOL-34-Rh,Dryas octopetala,7243708,3163042,43.67%,1289474,17.80%,211950,2.93%,Aug-25
TOOL-34-Ro,Dryas octopetala,7696576,2986026,38.80%,2293174,29.79%,15766,0.20%,Aug-25
TOOL-35-1-No,Dryas octopetala,790818,298820,37.79%,191376,24.20%,139618,17.65%,Aug-25
TOOL-35-1-Rh,Dryas octopetala,8961822,2649772,29.57%,1435756,16.02%,352054,3.93%,Aug-25
TOOL-35-1-Ro,Dryas octopetala,6655838,4409784,66.25%,3884134,58.36%,10866,0.16%,Aug-25
TOOL-3-No,Dryas octopetala,11663218,10520016,90.20%,854500,7.33%,18972,0.16%,Aug-25
TOOL-3-Rh,Dryas octopetala,13776828,8633520,62.67%,1773494,12.87%,537494,3.90%,Aug-25
TOOL-3-Ro,Dryas octopetala,1554346,708420,45.58%,302730,19.48%,145966,9.39%,Aug-25
TOOL-4-No,Dryas octopetala,11865168,8001018,67.43%,2518454,21.23%,90870,0.77%,Aug-25
TOOL-4-Rh,Dryas octopetala,198840,170254,85.62%,48822,24.55%,2368,1.19%,Aug-25
